bytecode_length,unique_bytes,byte_entropy,zero_byte_ratio,ff_byte_ratio,repeated_byte_ratio,opcode_delegatecall_count,opcode_delegatecall_ratio,opcode_selfdestruct_count,opcode_selfdestruct_ratio,opcode_callcode_count,opcode_callcode_ratio,opcode_create2_count,opcode_create2_ratio,opcode_staticcall_count,opcode_staticcall_ratio,opcode_sstore_count,opcode_sstore_ratio,opcode_sload_count,opcode_sload_ratio,opcode_jump_count,opcode_jump_ratio,opcode_jumpi_count,opcode_jumpi_ratio,opcode_call_count,opcode_call_ratio,opcode_return_count,opcode_return_ratio,opcode_revert_count,opcode_revert_ratio,storage_write_read_ratio,conditional_jump_ratio,has_isblacklisted,has_blacklist,has_addblacklist,has_removeblacklist,has_transfer,has_transferfrom,has_approve,has_mint,has_burn,has_setfee,has_pause,has_unpause,has_approve_no_transferfrom,missing_transfer,has_blacklist_functions,erc20_function_count,total_jumps,jump_density,conditional_complexity,max_consecutive_jumpi,2gram_entropy,2gram_unique_count,2gram_max_frequency,3gram_entropy,3gram_unique_count,3gram_max_frequency,4gram_entropy,4gram_unique_count,4gram_max_frequency,delegatecall_to_storage_pattern,max_jumpi_before_transfer,hidden_owner_checks,balance_check_count,conditional_selfdestruct,has_selfdestruct,fee_storage_manipulation,has_dynamic_fee,has_pause_mechanism,avg_function_complexity,revert_count,revert_to_return_ratio,computed_storage_writes,computed_storage_ratio,is_small_contract,is_medium_contract,is_large_contract,estimated_function_count,function_density,q1_opcode_diversity,q2_opcode_diversity,q3_opcode_diversity,q4_opcode_diversity,has_constructor_pattern,has_metadata,has_standard_memory_init,_chain,_address,_name,blacklist_owner_interaction,delegatecall_storage_interaction,broken_erc20_interaction,transfer_complexity_interaction,storage_activity,total_calls,dangerous_call_ratio,label
4517,229,6.03435094970607,0.056232012397609034,0.0017710870046491033,0.10847907903475758,11,0.0024352446313925173,8,0.0017710870046491033,12,0.002656630506973655,15,0.003320788133717069,2,0.00044277175116227583,37,0.008191277396502104,33,0.0073057338941775515,222,0.04914766437901262,100,0.022138587558113793,15,0.003320788133717069,9,0.0019924728802302415,19,0.00420633163604162,1.121212121212121,0.3105590062111801,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,322,0.07128625193712641,2.2138587558113794,2,8.860135088003645,1263,168,10.03408625205148,2050,97,10.568854717686554,2529,46,0,8,0,1,5,1.0,0,0.0,0.0,17.5,19,2.111111111111111,10,0.8333333333333334,0.0,1.0,0.0,35,7.748505645339827,165,110,130,126,1.0,0.0,1.0,ethereum,0x6982508145454Ce325dDbE47a25d4ec3d2311933,PEPE,0.0,110,0.0,17.710870046491035,70,28,0.3793103448275862,0
4369,229,5.727607942813436,0.09704737926298924,0.012817578393224994,0.11375600823987182,4,0.0009155413138017853,56,0.012817578393224994,8,0.0018310826276035706,22,0.0050354772259098195,3,0.000686655985351339,35,0.00801098649576562,46,0.010528725108720532,181,0.041428244449530784,139,0.03181506065461204,6,0.001373311970702678,25,0.005722133211261158,97,0.022201876859693295,0.7608695652173914,0.434375,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,320,0.07324330510414283,3.181506065461204,2,8.192600756087119,940,176,9.286886251494394,1486,89,9.89673348076736,1940,88,0,4,0,1,12,1.0,0,0.0,0.0,6.9,97,3.88,19,1.0,0.0,1.0,0.0,30,6.86655985351339,127,143,119,125,1.0,0.0,0.0,ethereum,0xD533a949740bb3306d119CC777fa900bA034cd52,CRV,0.0,76,0.0,12.726024261844817,81,13,0.2857142857142857,0
12349,249,5.44856455565675,0.12203417280751477,0.17248360191108592,0.1723216454773666,29,0.0023483682889302777,2130,0.17248360191108592,22,0.0017815207709126245,45,0.0036440197586849136,7,0.0005668475180176533,66,0.0053445623127378735,83,0.006721191999352174,320,0.02591302939509272,204,0.01651955623937161,150,0.012146732528949713,28,0.002267390072070613,62,0.0050206494452992145,0.7951807228915663,0.3893129770992366,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,524,0.04243258563446433,1.6519556239371609,1,7.784228382287339,1822,1999,8.870019753747957,3078,1879,9.447290682760762,3922,1761,56,10,0,2,746,1.0,0,0.0,0.0,17.8,62,2.2142857142857144,21,1.0,0.0,0.0,1.0,50,4.048910842983237,182,168,187,156,1.0,0.0,1.0,ethereum,0xba100000625a3754423978a60c9317c58a424e3D,BAL,0.0,609,0.0,16.51955623937161,149,186,0.15508021390374332,0
4160,221,5.809223431011333,0.17115384615384616,0.017548076923076923,0.1293269230769231,7,0.0016826923076923078,73,0.017548076923076923,3,0.0007211538461538462,14,0.0033653846153846156,1,0.0002403846153846154,16,0.0038461538461538464,35,0.008413461538461538,123,0.02956730769230769,98,0.023557692307692307,23,0.005528846153846154,8,0.0019230769230769232,62,0.014903846153846155,0.45714285714285713,0.4434389140271493,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,221,0.053125,2.355769230769231,1,8.231516454082547,979,421,9.119907781576249,1503,400,9.58184056427147,1833,379,18,10,0,3,9,1.0,0,0.0,0.0,15.9,62,7.75,3,0.5,0.0,1.0,0.0,34,8.173076923076923,142,130,137,137,1.0,1.0,1.0,ethereum,0xC011a73ee8576Fb46F5E1c5751cA3B9Fe0af2a6F,SNX,0.0,21,0.0,23.557692307692307,51,31,0.21875,0
3379,233,5.8582075371141835,0.11245930748742232,0.01746078721515241,0.12844036697247707,3,0.0008878366380585972,59,0.01746078721515241,3,0.0008878366380585972,15,0.004439183190292986,4,0.0011837821840781297,29,0.00858242083456644,34,0.010062148564664102,163,0.048239124001183784,77,0.022787807043503996,14,0.004143237644273453,5,0.001479727730097662,46,0.01361349511689849,0.8529411764705882,0.32083333333333336,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,240,0.07102693104468778,2.2787807043503996,2,8.257495878821983,938,92,9.201870690376834,1356,88,9.716784768135096,1663,84,0,9,0,1,48,1.0,0,0.0,0.0,18.3,46,9.2,17,1.0,0.0,1.0,0.0,30,8.878366380585971,147,117,133,146,1.0,1.0,0.0,ethereum,0x9f8F72aA9304c8B593d555F12eF6589cC3A579A2,MKR,0.0,51,0.0,20.509026339153596,63,21,0.13636363636363635,0
6419,211,4.927860076642471,0.11606169185231345,0.26717557251908397,0.26717557251908397,3,0.0004673625175260944,1715,0.26717557251908397,14,0.0021810250817884407,5,0.0007789375292101573,1,0.00015578750584203146,31,0.004829412681102975,32,0.004985200186945007,127,0.019785013241937998,100,0.015578750584203147,105,0.016357688113413305,15,0.0023368125876304722,31,0.004829412681102975,0.96875,0.44052863436123346,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,227,0.03536376382614114,1.5578750584203147,1,6.792574666262397,882,1617,7.617169676047196,1402,1526,8.076570584284138,1725,1435,0,7,0,1,469,1.0,0,0.0,0.0,16.4,31,2.066666666666667,9,1.0,0.0,1.0,0.0,28,4.362050163576882,132,102,98,147,1.0,0.0,1.0,ethereum,0x0bc529c00C6401aEF6D220BE8C6Ea1667F6Ad93e,YFI,0.0,27,0.0,10.905125408942203,63,109,0.02727272727272727,0
5796,218,4.692313722114673,0.0800552104899931,0.3373015873015873,0.3373015873015873,4,0.0006901311249137336,1955,0.3373015873015873,4,0.0006901311249137336,13,0.002242926155969634,2,0.0003450655624568668,25,0.004313319530710835,38,0.006556245686680469,122,0.021048999309868876,80,0.013802622498274672,126,0.021739130434782608,25,0.004313319530710835,30,0.005175983436853002,0.6578947368421053,0.39603960396039606,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,202,0.034851621808143544,1.3802622498274673,2,6.374392260399968,869,1833,7.107337574997448,1295,1718,7.5638716936387,1582,1603,0,9,0,1,694,1.0,0,0.0,0.0,16.4,30,1.2,11,0.8461538461538461,0.0,1.0,0.0,27,4.658385093167702,154,109,116,138,1.0,1.0,0.0,ethereum,0xf3db7560e820834658b590c96234c333cd3d5e5e,Pokeball,0.0,44,0.0,12.422360248447205,63,132,0.03007518796992481,1
5796,218,4.692313722114673,0.0800552104899931,0.3373015873015873,0.3373015873015873,4,0.0006901311249137336,1955,0.3373015873015873,4,0.0006901311249137336,13,0.002242926155969634,2,0.0003450655624568668,25,0.004313319530710835,38,0.006556245686680469,122,0.021048999309868876,80,0.013802622498274672,126,0.021739130434782608,25,0.004313319530710835,30,0.005175983436853002,0.6578947368421053,0.39603960396039606,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,202,0.034851621808143544,1.3802622498274673,2,6.374392260399968,869,1833,7.107337574997448,1295,1718,7.5638716936387,1582,1603,0,9,0,1,694,1.0,0,0.0,0.0,16.4,30,1.2,11,0.8461538461538461,0.0,1.0,0.0,27,4.658385093167702,154,109,116,138,1.0,1.0,0.0,ethereum,0xf3db7560e820834658b590c96234c333cd3d5e5e,Pokeball,0.0,44,0.0,12.422360248447205,63,132,0.03007518796992481,1
15648,254,5.984353944589878,0.07534509202453987,0.0037065439672801636,0.1248721881390593,23,0.001469836400817996,58,0.0037065439672801636,15,0.0009585889570552147,48,0.003067484662576687,25,0.0015976482617586912,151,0.009649795501022495,253,0.016168200408997954,656,0.041922290388548056,283,0.018085378323108383,51,0.00325920245398773,16,0.0010224948875255625,125,0.007988241308793456,0.5968379446640316,0.30138445154419596,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,939,0.06000766871165644,1.8085378323108385,2,9.252820311169577,2792,419,10.831827250906573,5289,312,11.582013962667236,7128,156,52,2,0,21,27,1.0,0,0.0,0.0,17.1,125,7.8125,84,0.9438202247191011,0.0,0.0,1.0,79,5.048568507157464,230,199,194,203,1.0,0.0,1.0,ethereum,0xdba68f07d1b7ca219f78ae8582c213d975c25caf,OutOfGas,0.0,1932,0.0,3.617075664621677,404,99,0.23,1
4852,195,4.913777422766012,0.13087386644682605,0.25041220115416324,0.25041220115416324,6,0.001236603462489695,1215,0.25041220115416324,10,0.002061005770816158,13,0.0026793075020610057,0,0.0,15,0.0030915086562242375,24,0.00494641384995878,92,0.018961253091508656,83,0.017106347897774113,80,0.016488046166529265,12,0.00247320692497939,36,0.00741962077493817,0.625,0.4742857142857143,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,175,0.03606760098928277,1.7106347897774112,2,6.690645223889334,717,1145,7.475772226800625,1104,1078,7.929046575075935,1346,1011,0,10,0,1,368,1.0,0,0.0,0.0,11.8,36,3.0,5,1.0,0.0,1.0,0.0,16,3.297609233305853,115,73,90,118,1.0,1.0,1.0,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,SHIB_FAKE,0.0,30,0.0,17.106347897774114,39,86,0.06896551724137931,1
2546,189,5.865486297957472,0.07148468185388845,0.0007855459544383347,0.10604870384917518,1,0.00039277297721916735,2,0.0007855459544383347,7,0.0027494108405341712,9,0.003534956794972506,1,0.00039277297721916735,20,0.007855459544383346,19,0.007462686567164179,84,0.032992930086410056,60,0.02356637863315004,8,0.003142183817753339,6,0.002356637863315004,17,0.006677140612725845,1.0526315789473684,0.4166666666666667,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,144,0.056559308719560095,2.356637863315004,1,8.611902903054837,779,57,9.647275844571121,1212,50,10.083911604529845,1451,21,0,8,0,1,0,1.0,0,0.0,0.0,10.3,17,2.8333333333333335,4,1.0,0.0,1.0,0.0,21,8.248232521602514,97,86,104,138,1.0,0.0,1.0,ethereum,0x761d38e5ddf6ccf6cf7c55759d5210750b5d60f3,ELON_SCAM,0.0,4,0.0,18.853102906520032,39,10,0.09090909090909091,1
5547,204,5.773754165638614,0.12222823147647377,0.011357490535424553,0.10798629890030648,15,0.0027041644131963224,63,0.011357490535424553,9,0.0016224986479177934,11,0.0019830539030106366,4,0.000721110510185686,41,0.007391382729403281,44,0.007932215612042546,129,0.023255813953488372,112,0.020191094285199208,9,0.0016224986479177934,3,0.0005408328826392645,7,0.0012619433928249505,0.9318181818181818,0.46473029045643155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,241,0.043446908238687576,2.0191094285199207,1,8.609967546047272,1183,306,9.817884725762358,2086,289,10.379740542393199,2639,272,0,0,0,0,12,1.0,0,0.0,0.0,2.7,7,2.3333333333333335,25,1.0,0.0,1.0,0.0,24,4.326663061114116,143,132,102,123,1.0,0.0,1.0,ethereum,0xc1e088fc1323b20bcbee9bd1b9fc9546db5624c5,BunnyPark,0.0,375,0.0,0.0,85,28,0.5172413793103449,1
2058,198,5.6451216217676805,0.056851311953352766,0.16472303206997085,0.16472303206997085,3,0.0014577259475218659,339,0.16472303206997085,2,0.0009718172983479105,6,0.0029154518950437317,1,0.00048590864917395527,12,0.0058309037900874635,18,0.008746355685131196,68,0.03304178814382896,48,0.023323615160349854,9,0.004373177842565598,6,0.0029154518950437317,23,0.011175898931000973,0.6666666666666666,0.41379310344827586,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,116,0.056365403304178816,2.3323615160349855,1,7.864487676904822,722,321,8.698956137119213,1042,306,9.079453602342438,1217,291,1,3,0,1,194,1.0,0,0.0,0.0,12.9,23,3.8333333333333335,6,1.0,0.0,1.0,0.0,15,7.28862973760933,100,84,82,146,1.0,0.0,1.0,pulsechain,0xA1077a294dDE1B09bB078844df40758a5D0f9a27,WPLS,0.0,18,0.0,6.997084548104956,30,13,0.21428571428571427,0
20989,256,6.107794960684177,0.06384296536280909,0.030349230549335367,0.10767544904473772,25,0.0011911001000524085,637,0.030349230549335367,38,0.0018104721520796607,64,0.0030492162561341655,24,0.001143456096050312,143,0.006813092572299776,110,0.005240840440230597,674,0.03211205869741293,373,0.017771213492781934,105,0.005002620420220115,29,0.0013816761160607937,151,0.007194244604316547,1.3,0.3562559694364852,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1047,0.049883272190194866,1.7771213492781934,1,9.70864119708089,3640,481,11.419656010282148,7356,362,12.258311132007982,10089,269,17,9,0,1,187,1.0,0,0.0,0.0,18.8,151,5.206896551724138,28,0.9032258064516129,0.0,0.0,1.0,78,3.716232312163514,237,228,237,228,1.0,0.0,1.0,pulsechain,0x2b591e99afE9f32eAA6214f7B7629768c40Eeb39,HEX,0.0,700,0.0,15.99409214350374,253,154,0.16129032258064516,0
10660,253,5.584728895154344,0.16360225140712945,0.15131332082551593,0.15103189493433397,34,0.0031894934333958724,1613,0.15131332082551593,21,0.0019699812382739214,24,0.00225140712945591,8,0.00075046904315197,68,0.006378986866791745,66,0.006191369606003753,314,0.02945590994371482,167,0.015666041275797373,44,0.004127579737335835,5,0.00046904315196998124,44,0.004127579737335835,1.0303030303030303,0.3471933471933472,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,481,0.045121951219512194,1.5666041275797373,1,8.022409742803465,1970,1498,9.093801108538846,3394,1393,9.637771278423305,4305,1288,0,8,0,1,555,1.0,0,0.0,0.0,18.5,44,8.8,12,0.8,0.0,0.0,1.0,47,4.409005628517823,216,178,211,178,1.0,0.0,1.0,pulsechain,0x2fa878Ab3F87CC1C9737Fc071108F904c0B0C95d,INC,0.0,408,0.0,12.532833020637899,134,86,0.39080459770114945,0
10661,252,5.587782730767079,0.1632117062189288,0.1513929274927305,0.1510177281680893,30,0.0028139949348091175,1614,0.1513929274927305,22,0.002063596285526686,29,0.0027201951036488134,6,0.0005627989869618235,70,0.006565988181221274,66,0.006190788856580058,312,0.02926554732201482,166,0.01557077197261045,45,0.004220992402213676,4,0.00037519932464121565,44,0.004127192571053372,1.0606060606060606,0.3472803347280335,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,478,0.04483631929462527,1.5570771972610449,1,8.02487590094662,1968,1498,9.097342284689239,3395,1393,9.641050610849726,4306,1288,0,8,0,1,560,1.0,0,0.0,0.0,18.5,44,11.0,13,0.8125,0.0,0.0,1.0,47,4.408592064534284,216,178,206,178,1.0,0.0,1.0,pulsechain,0x95B303987A60C71504D99Aa1b13B4DA07b0790ab,PLSX,0.0,390,0.0,12.456617578088359,136,81,0.36585365853658536,0
328,119,6.107131693002536,0.10060975609756098,0.024390243902439025,0.08841463414634146,1,0.003048780487804878,8,0.024390243902439025,0,0.0,1,0.003048780487804878,0,0.0,1,0.003048780487804878,1,0.003048780487804878,9,0.027439024390243903,7,0.021341463414634148,0,0.0,4,0.012195121951219513,4,0.012195121951219513,1.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,16,0.04878048780487805,2.1341463414634148,1,7.570063091807967,235,12,7.982904899733631,276,6,8.133129167967802,294,5,0,0,0,0,8,1.0,0,0.0,0.0,3.6666666666666665,4,1.0,0,0.0,1.0,0.0,0.0,3,3.0,41,36,44,67,1.0,0.0,1.0,pulsechain,0x0Cb6F5a34ad42ec934882A05265A7d5F59b51A2f,USDT,0.0,0,0.0,0.0,2,1,0.5,0
328,119,6.107131693002536,0.10060975609756098,0.024390243902439025,0.08841463414634146,1,0.003048780487804878,8,0.024390243902439025,0,0.0,1,0.003048780487804878,0,0.0,1,0.003048780487804878,1,0.003048780487804878,9,0.027439024390243903,7,0.021341463414634148,0,0.0,4,0.012195121951219513,4,0.012195121951219513,1.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,16,0.04878048780487805,2.1341463414634148,1,7.570063091807967,235,12,7.982904899733631,276,6,8.133129167967802,294,5,0,0,0,0,8,1.0,0,0.0,0.0,3.6666666666666665,4,1.0,0,0.0,1.0,0.0,0.0,3,3.0,41,36,44,67,1.0,0.0,1.0,pulsechain,0x15D38573d2feeb82e7ad5187aB8c1D52810B1f07,USDC,0.0,0,0.0,0.0,2,1,0.5,0
328,119,6.107131693002536,0.10060975609756098,0.024390243902439025,0.08841463414634146,1,0.003048780487804878,8,0.024390243902439025,0,0.0,1,0.003048780487804878,0,0.0,1,0.003048780487804878,1,0.003048780487804878,9,0.027439024390243903,7,0.021341463414634148,0,0.0,4,0.012195121951219513,4,0.012195121951219513,1.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,16,0.04878048780487805,2.1341463414634148,1,7.570063091807967,235,12,7.982904899733631,276,6,8.133129167967802,294,5,0,0,0,0,8,1.0,0,0.0,0.0,3.6666666666666665,4,1.0,0,0.0,1.0,0.0,0.0,3,3.0,41,36,44,67,1.0,0.0,1.0,pulsechain,0xefD766cCb38EaF1dfd701853BFCe31359239F305,DAI,0.0,0,0.0,0.0,2,1,0.5,0
496,123,5.929462923882191,0.09274193548387097,0.0,0.125,3,0.006048387096774193,0,0.0,1,0.0020161290322580645,1,0.0020161290322580645,0,0.0,2,0.004032258064516129,6,0.012096774193548387,9,0.018145161290322582,11,0.02217741935483871,1,0.0020161290322580645,3,0.006048387096774193,5,0.010080645161290322,0.3333333333333333,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,20,0.04032258064516129,2.217741935483871,1,7.820866441290021,319,18,8.40794707621542,401,14,8.619841230336341,434,7,0,0,0,0,0,0.0,0,0.0,0.0,3.1666666666666665,5,1.6666666666666667,1,1.0,1.0,0.0,0.0,6,6.0,51,36,46,84,1.0,0.0,1.0,pulsechain,0xb1f52d529390ec28483fe7689a4ea26fce2956f4,Coin-Plasma,0.0,3,0.0,0.0,8,4,0.6,1
7725,244,5.295820071546583,0.09501618122977347,0.20789644012944983,0.20763754045307442,13,0.0016828478964401295,1606,0.20789644012944983,36,0.004660194174757282,47,0.0060841423948220065,2,0.0002588996763754045,37,0.004789644012944984,48,0.006213592233009709,321,0.04155339805825243,94,0.012168284789644013,96,0.012427184466019418,16,0.002071197411003236,26,0.003365695792880259,0.7708333333333334,0.22650602409638554,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,415,0.05372168284789644,1.2168284789644013,1,7.478553065031455,1395,1513,8.531200687558766,2311,1434,9.023010448039573,2888,1355,0,8,0,1,526,1.0,0,0.0,0.0,15.9,26,1.625,14,1.0,0.0,1.0,0.0,28,3.6245954692556634,163,117,144,160,1.0,0.0,1.0,pulsechain,0x8560ed0254b982080aeca2832a2f513b4b723735,Pulse Guardian,0.0,182,0.0,9.73462783171521,85,111,0.11607142857142858,1
2041,187,5.613936851518578,0.0583047525722685,0.16609505144536993,0.16609505144536993,2,0.0009799118079372856,339,0.16609505144536993,2,0.0009799118079372856,6,0.002939735423811857,0,0.0,13,0.006369426751592357,18,0.008819206271435572,65,0.03184713375796178,47,0.023027927486526212,9,0.004409603135717786,5,0.002449779519843214,25,0.01224889759921607,0.7222222222222222,0.41964285714285715,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,112,0.054875061244487995,2.3027927486526214,2,7.848292391989379,712,321,8.676914947857636,1028,306,9.059664408862366,1204,291,0,3,0,1,194,1.0,0,0.0,0.0,12.0,25,5.0,6,1.0,0.0,1.0,0.0,14,6.859382655560999,101,78,72,125,1.0,0.0,1.0,optimism,0x4200000000000000000000000000000000000006,WETH,0.0,12,0.0,6.908378245957865,31,11,0.16666666666666666,0
6774,223,5.138160420551984,0.09477413640389726,0.25878358429288456,0.25878358429288456,5,0.0007381163271331562,1753,0.25878358429288456,12,0.001771479185119575,14,0.002066725715972837,4,0.000590493061706525,30,0.0044286979627989375,31,0.004576321228225568,142,0.020962503690581637,104,0.015352819604369648,109,0.016090935931502806,17,0.002509595512252731,33,0.00487156775907883,0.967741935483871,0.42276422764227645,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,246,0.03631532329495128,1.535281960436965,1,7.104366463116294,1056,1656,7.933271875864913,1628,1564,8.389874763926278,1975,1472,0,4,0,2,541,1.0,0,0.0,0.0,16.3,33,1.9411764705882353,7,1.0,0.0,1.0,0.0,29,4.281074697372306,128,168,111,158,1.0,0.0,1.0,optimism,0x94b008aA00579c1307B0EF2c499aD98a8ce58e58,USDT,0.0,35,0.0,6.14112784174786,61,118,0.04201680672268908,0
14725,255,4.988706874013985,0.15089983022071307,0.253446519524618,0.253446519524618,8,0.0005432937181663837,3732,0.253446519524618,20,0.0013582342954159593,22,0.0014940577249575552,5,0.00033955857385398983,50,0.003395585738539898,79,0.005365025466893039,253,0.017181663837011883,195,0.013242784380305603,227,0.015415959252971137,22,0.0014940577249575552,76,0.005161290322580645,0.6329113924050633,0.43526785714285715,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4,448,0.030424448217317487,1.3242784380305603,2,6.881702302908167,1582,3506,7.630238784481677,2384,3316,8.081871271932556,2923,3126,0,10,0,1,800,1.0,0,0.0,1.0,18.1,76,3.4545454545454546,15,0.9375,0.0,0.0,1.0,47,3.191850594227504,190,148,185,170,1.0,0.0,1.0,optimism,0x7F5c764cBc14f9669B88837ca1490cCa17c31607,USDC.e,0.0,120,0.0,13.242784380305604,129,240,0.03319502074688797,0
1852,199,5.883377664845265,0.08531317494600432,0.1744060475161987,0.17332613390928725,4,0.0021598272138228943,323,0.1744060475161987,7,0.003779697624190065,9,0.004859611231101512,8,0.004319654427645789,6,0.0032397408207343412,12,0.0064794816414686825,61,0.032937365010799136,34,0.0183585313174946,17,0.0091792656587473,4,0.0021598272138228943,19,0.010259179265658747,0.5,0.35789473684210527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,95,0.05129589632829374,1.8358531317494602,1,7.89008177729235,718,304,8.55785678234172,971,288,8.854485544404287,1105,272,3,0,0,0,184,1.0,0,0.0,0.0,6.4,19,4.75,3,0.75,0.0,1.0,0.0,15,8.099352051835853,76,68,139,139,1.0,0.0,1.0,optimism,0x0b2C639c533813f4Aa9D7837CAf62653d097Ff85,USDC,0.0,12,0.0,0.0,18,29,0.13333333333333333,0
4782,240,6.070609425829622,0.0807193642827269,0.000836470096194061,0.11480552070263488,6,0.0012547051442910915,4,0.000836470096194061,5,0.0010455876202425764,8,0.001672940192388122,12,0.002509410288582183,37,0.007737348389795065,25,0.0052279381012128815,122,0.025512337933918862,77,0.016102049351735676,10,0.002091175240485153,7,0.0014638226683396068,37,0.007737348389795065,1.48,0.3869346733668342,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,199,0.04161438728565454,1.6102049351735674,1,8.879186346140928,1260,107,9.860907611864624,1896,88,10.32134448134448,2283,84,15,7,0,2,2,1.0,0,0.0,0.0,17.7,37,5.285714285714286,19,1.0,0.0,1.0,0.0,31,6.482643245503973,143,143,143,205,1.0,0.0,1.0,optimism,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1,DAI,0.0,114,0.0,11.271434546214973,62,28,0.20689655172413793,0
16528,256,5.500609598471275,0.12403194578896418,0.17086156824782187,0.17049854791868344,34,0.002057115198451113,2824,0.17086156824782187,26,0.0015730880929332044,42,0.0025411423039690224,10,0.0006050338818973862,75,0.004537754114230397,68,0.004114230396902226,748,0.04525653436592449,190,0.011495643756050338,154,0.009317521781219749,31,0.0018756050338818973,58,0.0035091965150048404,1.1029411764705883,0.2025586353944563,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,938,0.05675217812197483,1.1495643756050338,1,7.960833938838743,2669,2667,9.188567430783333,4591,2523,9.793452822909844,5915,2379,0,10,0,1,519,1.0,0,0.0,0.0,17.4,58,1.8709677419354838,11,0.6470588235294118,0.0,0.0,1.0,47,2.8436592449177156,230,227,210,189,1.0,0.0,1.0,optimism,0x4200000000000000000000000000000000000042,OP,0.0,374,0.0,11.495643756050338,143,198,0.1708542713567839,0
6733,223,5.093954333784593,0.09505421060448536,0.26748848952918464,0.26748848952918464,5,0.0007426110203475419,1801,0.26748848952918464,12,0.0017822664488341008,12,0.0017822664488341008,4,0.0005940888162780336,29,0.0043071439180157435,33,0.004901232734293777,134,0.019901975345314123,99,0.014703698202881331,112,0.01663448685578494,16,0.002376355265112134,29,0.0043071439180157435,0.8787878787878788,0.4248927038626609,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,233,0.03460567354819546,1.470369820288133,1,7.012916080537054,1021,1701,7.818155420323325,1567,1606,8.268282732810228,1898,1511,0,4,0,2,516,1.0,0,0.0,0.0,16.3,29,1.8125,7,1.0,0.0,1.0,0.0,28,4.158621713946236,127,145,119,135,1.0,0.0,1.0,optimism,0x68f180fcCe6836688e9084f035309E29Bf0A2095,WBTC,0.0,35,0.0,5.881479281152532,62,121,0.040983606557377046,0
